uniq_id,manufacturer,price,number_of_reviews,product_name_new,category,subcategory,Rating
7dbb86fb390484cae7c41cb61164bfda,Epoch,25.99,4,Sylvanian Famil,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
d5247eccf34c011f31721a793ebb97ae,MyTinyWorld,1.6,1,4 x MyTinyWorld,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
c3461c4d241a7765fb18ed893e22972b,Vanity Fair,9.99,7,Dolls House 1:1,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
d89ed9d0f411de21b4ce89c9c6b4d9e5,Farrow Industries,1.99,2,New Dolls House,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
86c65eeff94fdc27b105626d877c51d7,MyTinyWorld,3.6,5,MyTinyWorld Dol,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
a7cce52aaf05f5c4ec0e66875026970d,MyTinyWorld,2.6,1,MyTinyWorld Dol,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
c05c4b37cea3efe58519d6b4c7818f9a,Sylvanian Families,9.93,9,Sylvanian Famil,Dolls & Accessories , Dolls' House Dolls & Accessories ,4.8
415b312b31aaf60ef06a81576608dbae,MyTinyWorld,2.2,1,2 x MyTinyWorld,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
0b4a7e02474fc953c01fb5b9b9187e62,MicroMiniatures,49.95,3,Dolls House Lig,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
ce685bcaa68c58ab444f33a88080f46a,Delph Miniatures,3.3,1,Dolls House Chr,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
36e6ee87ca4498aac40860be8a22d18d,Town Square Miniatures,36.99,1,Dolls House Min,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
6a8d1586ec1252613e2f0bb118870c84,MyTinyWorld,5.0,2,MyTinyWorld Dol,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
a37c57ae799cc9a3d56caba8f271cd07,Wonham,18.99,1,Dolls House Min,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
663b1876dfbb5727551a3820e4e13cb4,Unknown,2.69,1,Dolls House Min,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
7207e4b36d5c210a9ea51cea16f3ae3e,MyTinyWorld,2.5,3,MyTinyWorld Dol,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
43d1cea06a2feb5781a6a26d2fbb3a98,Carl Schmieder,1.2,1,Dolls House Min,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
927a24092d68499cdaec3d71907a86ed,Shopkins,4.99,69,Shopkins Series,Dolls & Accessories , Dolls' House Dolls & Accessories ,4.1
e7e5cea79e8a768bc62ce8d1fa0c7b76,MyTinyWorld,1.62,1,9 x MyTinyWorld,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
90093bd02c6d5ce6d6c8f2e2af411fc1,Heidi Ott,12.0,1,Dolls House Min,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
c4b385afb058cdc373af6d152b38b7d9,MyTinyWorld,2.0,1,4 x MyTinyWorld,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
3b925319a369745d9b4b1040604cc24a,MyTinyWorld,3.5,1,MyTinyWorld Dol,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
9b42b1a4f44fad5cf3e699cfa195e279,Sue Ryder,5.99,1,New Dolls House,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
1f15ef0d16c0e92d8a7de1dd1a7cdf69,MyTinyWorld,2.5,2,MyTinyWorld Dol,Dolls & Accessories , Dolls' House Dolls & Accessories ,4.5
bf2bbc0a275a79eccae3ed6bcc03304f,Unknown,2.69,1,Dolls House Min,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
9814c7211b23c2c7573ce81cbbea0c64,MyTinyWorld,2.5,5,MyTinyWorld Dol,Dolls & Accessories , Dolls' House Dolls & Accessories ,4.6
0422353d82167555e2096c326bed3475,MyTinyWorld,2.5,4,MyTinyWorld Dol,Dolls & Accessories , Dolls' House Dolls & Accessories ,4.8
e782f6068970223146e4cd36856eb474,MyTinyWorld,1.92,1,4 x MyTinyWorld,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
2ccb10708efd12671f68f3735c1b9d5e,MyTinyWorld,2.5,1,MyTinyWorld Dol,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
53960e7d94781a858d2cdcf673f0158f,Generic,10.22,4,1:12 Doll House,Dolls & Accessories , Dolls' House Dolls & Accessories ,4.8
ffe21aa483f78f260ced31907e3a0807,MyTinyWorld,4.5,1,MyTinyWorld Dol,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
ca0b97e78996404a8dba7aa85d53921b,Town Square Miniatures,3.25,1,Dolls House Min,Dolls & Accessories , Dolls' House Dolls & Accessories ,4.0
9eae6eba51638c1723d046a8320d547e,MyTinyWorld,1.8,6,MyTinyWorld 2 D,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
2ff8ec61045cc8a760318adc1a06778b,MyTinyWorld,1.87,1,MyTinyWorld Dol,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
da252496ddab45a6e8c28cb9340a23f2,Town Square Miniatures,3.99,2,Dolls House Min,Dolls & Accessories , Dolls' House Dolls & Accessories ,5.0
